id,data,categoria,descricao,valor,forma_pagamento
453,2023-06-02,Outros,Diversos,174.24,Cartão de débito
454,2023-06-02,Lazer,Streaming,59.71,Dinheiro
455,2023-06-03,Transporte,Aplicativo de transporte,106.98,Pix
456,2023-06-03,Saúde,Farmácia,223.25,Boleto
457,2023-06-03,Educação,Mensalidade curso,201.45,Boleto
458,2023-06-04,Transporte,Combustível,9.3,Pix
459,2023-06-04,Serviços,Salão de beleza,439.37,Cartão de crédito
460,2023-06-05,Alimentação,Lanchonete,130.38,Cartão de crédito
461,2023-06-05,Transporte,Aplicativo de transporte,117.36,Boleto
462,2023-06-06,Transporte,Pedágio,33.34,Cartão de débito
463,2023-06-06,Vestuário,Acessórios,112.14,Cartão de débito
464,2023-06-07,Transporte,Aplicativo de transporte,142.18,Dinheiro
465,2023-06-07,Transporte,Pedágio,172.3,Dinheiro
466,2023-06-07,Alimentação,Delivery,109.35,Dinheiro
467,2023-06-07,Outros,Imprevisto,248.62,Dinheiro
468,2023-06-07,Moradia,Gás,457.23,Cartão de crédito
469,2023-06-07,Transporte,Estacionamento,142.86,Cartão de crédito
470,2023-06-07,Alimentação,Padaria,54.3,Pix
471,2023-06-07,Vestuário,Acessórios,357.9,Boleto
472,2023-06-08,Alimentação,Supermercado,59.63,Boleto
473,2023-06-08,Moradia,Internet,1817.17,Pix
474,2023-06-08,Serviços,Manutenção doméstica,22.01,Dinheiro
475,2023-06-09,Lazer,Cinema,51.56,Dinheiro
476,2023-06-09,Vestuário,Roupas,339.49,Dinheiro
477,2023-06-09,Transporte,Pedágio,7.39,Cartão de débito
478,2023-06-09,Alimentação,Padaria,146.7,Cartão de débito
479,2023-06-10,Vestuário,Acessórios,278.82,Cartão de débito
480,2023-06-11,Transporte,Combustível,130.53,Cartão de débito
481,2023-06-11,Vestuário,Roupas,219.17,Cartão de crédito
482,2023-06-11,Transporte,Pedágio,129.87,Cartão de débito
483,2023-06-12,Serviços,Salão de beleza,440.77,Pix
484,2023-06-12,Moradia,Aluguel,1698.77,Cartão de débito
485,2023-06-12,Educação,Livros,894.63,Boleto
486,2023-06-12,Outros,Presente,58.9,Cartão de crédito
487,2023-06-13,Vestuário,Acessórios,394.16,Pix
488,2023-06-13,Moradia,Gás,1145.34,Pix
489,2023-06-13,Moradia,Aluguel,1218.52,Pix
490,2023-06-13,Transporte,Aplicativo de transporte,71.61,Pix
491,2023-06-13,Transporte,Ônibus,10.1,Boleto
492,2023-06-14,Transporte,Ônibus,126.39,Dinheiro
493,2023-06-14,Lazer,Streaming,102.0,Cartão de débito
494,2023-06-14,Lazer,Show,169.43,Dinheiro
495,2023-06-15,Vestuário,Roupas,138.14,Dinheiro
496,2023-06-15,Transporte,Ônibus,12.2,Boleto
497,2023-06-15,Alimentação,Supermercado,168.15,Pix
498,2023-06-15,Alimentação,Delivery,109.94,Cartão de crédito
499,2023-06-16,Lazer,Jogos,212.73,Cartão de débito
500,2023-06-16,Alimentação,Delivery,41.06,Dinheiro
501,2023-06-17,Vestuário,Acessórios,130.88,Cartão de crédito
502,2023-06-18,Alimentação,Feira,208.1,Dinheiro
503,2023-06-19,Vestuário,Acessórios,388.62,Boleto
504,2023-06-19,Lazer,Show,28.33,Cartão de débito
505,2023-06-19,Educação,Livros,754.21,Cartão de crédito
506,2023-06-19,Alimentação,Restaurante,115.79,Pix
507,2023-06-19,Saúde,Dentista,346.39,Cartão de crédito
508,2023-06-20,Educação,Plataforma online,80.31,Pix
509,2023-06-20,Moradia,Energia elétrica,377.43,Dinheiro
510,2023-06-20,Transporte,Estacionamento,36.51,Boleto
511,2023-06-20,Vestuário,Acessórios,244.49,Pix
512,2023-06-20,Moradia,Aluguel,1379.84,Boleto
513,2023-06-20,Saúde,Consulta médica,599.78,Pix
514,2023-06-21,Alimentação,Lanchonete,24.37,Dinheiro
515,2023-06-21,Educação,Plataforma online,885.0,Boleto
516,2023-06-21,Alimentação,Delivery,204.19,Pix
517,2023-06-21,Saúde,Plano de saúde,744.77,Pix
518,2023-06-21,Alimentação,Lanchonete,120.06,Pix
519,2023-06-21,Moradia,Internet,976.12,Dinheiro
520,2023-06-22,Lazer,Viagem,183.79,Cartão de débito
521,2023-06-22,Lazer,Bar,265.88,Boleto
522,2023-06-22,Alimentação,Delivery,171.54,Pix
523,2023-06-23,Educação,Material escolar,298.25,Cartão de crédito
524,2023-06-23,Outros,Imprevisto,157.89,Boleto
525,2023-06-23,Saúde,Exames,792.52,Cartão de débito
526,2023-06-23,Outros,Diversos,63.89,Pix
527,2023-06-24,Alimentação,Feira,139.95,Boleto
528,2023-06-24,Alimentação,Delivery,56.14,Boleto
529,2023-06-27,Saúde,Exames,154.14,Dinheiro
530,2023-06-27,Alimentação,Delivery,136.47,Pix
531,2023-06-27,Moradia,Gás,1985.93,Boleto
532,2023-06-27,Transporte,Aplicativo de transporte,26.13,Dinheiro
533,2023-06-27,Alimentação,Supermercado,139.18,Dinheiro
534,2023-06-28,Alimentação,Feira,97.9,Boleto
535,2023-06-28,Alimentação,Restaurante,68.71,Pix
536,2023-06-29,Alimentação,Restaurante,124.18,Boleto
537,2023-06-29,Educação,Plataforma online,621.24,Dinheiro
538,2023-06-29,Educação,Livros,439.46,Boleto
539,2023-06-30,Alimentação,Supermercado,204.15,Pix
540,2023-06-30,Educação,Plataforma online,78.43,Cartão de crédito
541,2023-06-30,Transporte,Pedágio,7.74,Boleto
542,2023-07-01,Serviços,Manutenção doméstica,31.9,Dinheiro
543,2023-07-01,Outros,Imprevisto,160.71,Boleto
544,2023-07-01,Outros,Diversos,123.9,Pix
545,2023-07-01,Lazer,Streaming,67.96,Cartão de crédito
546,2023-07-01,Vestuário,Roupas,346.63,Cartão de crédito
547,2023-07-03,Lazer,Show,30.65,Pix
548,2023-07-03,Transporte,Combustível,172.41,Cartão de débito
549,2023-07-03,Alimentação,Delivery,153.2,Cartão de crédito
550,2023-07-03,Moradia,Condomínio,1519.91,Pix
551,2023-07-03,Serviços,Lavanderia,371.96,Dinheiro
552,2023-07-03,Lazer,Viagem,155.53,Pix
553,2023-07-04,Transporte,Ônibus,138.42,Pix
554,2023-07-04,Serviços,Manutenção doméstica,131.71,Cartão de débito
555,2023-07-04,Lazer,Cinema,201.68,Pix
556,2023-07-04,Moradia,Energia elétrica,389.4,Pix
557,2023-07-04,Moradia,Água,242.89,Cartão de crédito
558,2023-07-04,Moradia,Energia elétrica,1902.45,Dinheiro
559,2023-07-05,Transporte,Pedágio,87.39,Pix
560,2023-07-05,Educação,Mensalidade curso,556.24,Boleto
561,2023-07-05,Alimentação,Feira,187.52,Cartão de crédito
562,2023-07-05,Moradia,Gás,2199.9,Dinheiro
563,2023-07-05,Educação,Material escolar,176.7,Boleto
564,2023-07-06,Moradia,Energia elétrica,832.23,Pix
565,2023-07-06,Moradia,Internet,879.92,Cartão de débito
566,2023-07-07,Outros,Doação,173.95,Dinheiro
567,2023-07-07,Outros,Diversos,229.84,Dinheiro
568,2023-07-07,Moradia,Água,830.48,Boleto
569,2023-07-08,Outros,Imprevisto,70.59,Cartão de crédito
570,2023-07-08,Transporte,Aplicativo de transporte,151.08,Cartão de crédito
571,2023-07-08,Serviços,Assinatura de app,255.89,Cartão de débito
572,2023-07-09,Serviços,Manutenção doméstica,353.91,Pix
573,2023-07-09,Moradia,Água,1565.57,Boleto
574,2023-07-09,Transporte,Ônibus,90.98,Pix
575,2023-07-10,Educação,Mensalidade curso,641.21,Boleto
576,2023-07-10,Educação,Mensalidade curso,433.24,Boleto
577,2023-07-11,Educação,Material escolar,117.91,Cartão de crédito
578,2023-07-11,Moradia,Internet,1134.75,Pix
579,2023-07-11,Saúde,Exames,220.64,Boleto
580,2023-07-11,Saúde,Exames,292.04,Pix
581,2023-07-11,Saúde,Exames,200.69,Pix
582,2023-07-11,Alimentação,Padaria,31.04,Pix
583,2023-07-11,Transporte,Ônibus,162.13,Cartão de débito
584,2023-07-12,Serviços,Manutenção doméstica,107.56,Cartão de crédito
585,2023-07-12,Alimentação,Padaria,52.87,Boleto
586,2023-07-12,Serviços,Salão de beleza,239.78,Dinheiro
587,2023-07-12,Alimentação,Restaurante,29.77,Dinheiro
588,2023-07-13,Lazer,Cinema,168.3,Cartão de crédito
589,2023-07-13,Serviços,Assinatura de app,161.21,Pix
590,2023-07-13,Serviços,Lavanderia,99.6,Pix
591,2023-07-13,Saúde,Consulta médica,803.27,Pix
592,2023-07-14,Alimentação,Lanchonete,150.09,Dinheiro
593,2023-07-14,Lazer,Bar,166.97,Dinheiro
594,2023-07-15,Alimentação,Restaurante,79.31,Dinheiro
595,2023-07-15,Transporte,Combustível,108.93,Pix
596,2023-07-15,Alimentação,Restaurante,172.79,Dinheiro
597,2023-07-16,Alimentação,Feira,106.97,Cartão de débito
598,2023-07-16,Transporte,Combustível,29.07,Pix
599,2023-07-16,Alimentação,Lanchonete,178.39,Dinheiro
600,2023-07-16,Alimentação,Lanchonete,140.76,Cartão de débito
601,2023-07-16,Educação,Mensalidade curso,97.49,Cartão de débito
602,2023-07-16,Transporte,Estacionamento,162.9,Dinheiro
603,2023-07-17,Transporte,Combustível,76.5,Pix
604,2023-07-17,Lazer,Cinema,297.28,Boleto
605,2023-07-18,Transporte,Ônibus,68.15,Cartão de crédito
606,2023-07-18,Transporte,Pedágio,64.14,Dinheiro
607,2023-07-18,Lazer,Cinema,70.89,Boleto
608,2023-07-19,Saúde,Consulta médica,584.12,Pix
609,2023-07-20,Saúde,Dentista,847.59,Cartão de débito
610,2023-07-20,Alimentação,Feira,125.37,Cartão de crédito
611,2023-07-20,Outros,Presente,163.22,Pix
612,2023-07-21,Moradia,Água,636.19,Boleto
613,2023-07-21,Alimentação,Delivery,78.72,Cartão de crédito
614,2023-07-22,Alimentação,Delivery,46.34,Cartão de crédito
615,2023-07-22,Moradia,Aluguel,990.65,Cartão de débito
616,2023-07-22,Vestuário,Acessórios,175.17,Cartão de crédito
617,2023-07-22,Transporte,Aplicativo de transporte,35.88,Pix
618,2023-07-22,Moradia,Aluguel,1145.54,Dinheiro
619,2023-07-23,Educação,Mensalidade curso,405.26,Cartão de crédito
620,2023-07-23,Educação,Livros,747.94,Pix
621,2023-07-23,Saúde,Dentista,561.14,Cartão de débito
622,2023-07-23,Lazer,Streaming,289.0,Cartão de crédito
623,2023-07-23,Moradia,Aluguel,1739.36,Boleto
624,2023-07-24,Vestuário,Calçados,209.52,Cartão de débito
625,2023-07-24,Vestuário,Calçados,83.98,Cartão de crédito
626,2023-07-24,Transporte,Ônibus,47.36,Cartão de débito
627,2023-07-24,Alimentação,Padaria,93.26,Dinheiro
628,2023-07-24,Moradia,Internet,612.68,Dinheiro
629,2023-07-24,Educação,Mensalidade curso,325.49,Cartão de crédito
630,2023-07-24,Moradia,Água,1957.08,Pix
631,2023-07-24,Alimentação,Supermercado,101.44,Pix
632,2023-07-25,Transporte,Ônibus,123.14,Pix
633,2023-07-26,Vestuário,Acessórios,135.74,Pix
634,2023-07-26,Transporte,Manutenção do veículo,92.13,Pix
635,2023-07-26,Transporte,Estacionamento,150.15,Cartão de crédito
636,2023-07-26,Educação,Material escolar,69.45,Cartão de crédito
637,2023-07-27,Educação,Plataforma online,750.64,Cartão de débito
638,2023-07-27,Alimentação,Feira,170.73,Cartão de débito
639,2023-07-28,Outros,Diversos,47.29,Dinheiro
640,2023-07-28,Lazer,Viagem,24.85,Cartão de crédito
641,2023-07-28,Saúde,Dentista,644.04,Dinheiro
642,2023-07-28,Vestuário,Acessórios,85.52,Cartão de débito
643,2023-07-29,Outros,Imprevisto,25.29,Cartão de débito
644,2023-07-30,Transporte,Combustível,128.16,Boleto
645,2023-07-30,Outros,Diversos,108.23,Pix
646,2023-07-30,Lazer,Jogos,155.11,Boleto
647,2023-07-30,Transporte,Manutenção do veículo,128.48,Dinheiro
648,2023-07-30,Saúde,Consulta médica,772.97,Cartão de débito
649,2023-07-31,Alimentação,Feira,136.76,Boleto
650,2023-07-31,Saúde,Plano de saúde,478.23,Cartão de débito
651,2023-07-31,Alimentação,Feira,70.54,Dinheiro
652,2023-07-31,Alimentação,Feira,57.16,Dinheiro
653,2023-08-01,Saúde,Exames,645.61,Cartão de crédito
654,2023-08-01,Lazer,Streaming,161.6,Cartão de crédito
655,2023-08-01,Alimentação,Restaurante,56.62,Dinheiro
656,2023-08-02,Vestuário,Calçados,260.48,Boleto
657,2023-08-04,Lazer,Show,218.41,Boleto
658,2023-08-04,Lazer,Show,290.58,Cartão de débito
659,2023-08-04,Alimentação,Supermercado,36.12,Dinheiro
660,2023-08-04,Saúde,Farmácia,719.51,Pix
661,2023-08-04,Moradia,Aluguel,1350.97,Cartão de débito
662,2023-08-04,Saúde,Plano de saúde,26.15,Boleto
663,2023-08-04,Vestuário,Roupas,51.79,Cartão de crédito
664,2023-08-05,Vestuário,Calçados,79.21,Cartão de crédito
665,2023-08-06,Saúde,Dentista,826.59,Boleto
666,2023-08-07,Alimentação,Delivery,192.94,Dinheiro
667,2023-08-08,Outros,Imprevisto,78.54,Cartão de débito
668,2023-08-08,Saúde,Dentista,673.52,Boleto
669,2023-08-09,Moradia,Água,1962.75,Pix
670,2023-08-09,Vestuário,Roupas,157.84,Cartão de débito
671,2023-08-09,Outros,Doação,77.91,Dinheiro
672,2023-08-10,Moradia,Água,2184.68,Cartão de débito
673,2023-08-10,Outros,Doação,33.31,Boleto
674,2023-08-10,Transporte,Pedágio,171.67,Boleto
675,2023-08-11,Saúde,Exames,417.46,Dinheiro
676,2023-08-12,Alimentação,Delivery,75.64,Cartão de crédito
677,2023-08-12,Alimentação,Restaurante,60.33,Boleto
678,2023-08-12,Transporte,Manutenção do veículo,160.52,Cartão de débito
679,2023-08-12,Saúde,Dentista,32.31,Dinheiro
680,2023-08-13,Lazer,Cinema,272.07,Cartão de débito
681,2023-08-13,Saúde,Exames,835.7,Pix
682,2023-08-13,Vestuário,Acessórios,264.33,Cartão de débito
683,2023-08-13,Lazer,Cinema,91.83,Cartão de crédito
684,2023-08-13,Moradia,Internet,1046.26,Pix
685,2023-08-14,Alimentação,Supermercado,160.11,Cartão de débito
686,2023-08-15,Transporte,Manutenção do veículo,34.42,Cartão de crédito
687,2023-08-15,Educação,Material escolar,656.7,Dinheiro
688,2023-08-15,Serviços,Manutenção doméstica,338.4,Pix
689,2023-08-16,Lazer,Bar,54.12,Dinheiro
690,2023-08-16,Transporte,Manutenção do veículo,88.86,Dinheiro
691,2023-08-17,Alimentação,Lanchonete,54.59,Pix
692,2023-08-17,Vestuário,Calçados,412.75,Cartão de crédito
693,2023-08-17,Transporte,Combustível,55.92,Cartão de crédito
694,2023-08-18,Educação,Mensalidade curso,750.92,Cartão de crédito
695,2023-08-19,Alimentação,Restaurante,90.25,Boleto
696,2023-08-20,Alimentação,Feira,210.6,Cartão de crédito
697,2023-08-20,Educação,Mensalidade curso,911.73,Boleto
698,2023-08-20,Outros,Presente,111.72,Cartão de débito
699,2023-08-22,Lazer,Streaming,192.97,Boleto
700,2023-08-22,Lazer,Cinema,15.78,Cartão de débito
701,2023-08-22,Alimentação,Feira,214.71,Pix
702,2023-08-22,Transporte,Aplicativo de transporte,177.35,Cartão de crédito
703,2023-08-22,Serviços,Lavanderia,215.66,Dinheiro
704,2023-08-22,Alimentação,Supermercado,29.63,Boleto
705,2023-08-22,Transporte,Estacionamento,136.1,Cartão de débito
706,2023-08-23,Outros,Imprevisto,125.71,Pix
707,2023-08-23,Alimentação,Padaria,66.19,Pix
708,2023-08-23,Alimentação,Lanchonete,97.26,Cartão de débito
709,2023-08-24,Moradia,Condomínio,1562.54,Cartão de crédito
710,2023-08-25,Vestuário,Roupas,243.8,Dinheiro
711,2023-08-26,Saúde,Farmácia,621.57,Cartão de débito
712,2023-08-26,Vestuário,Acessórios,162.83,Boleto
713,2023-08-26,Serviços,Assinatura de app,407.59,Cartão de débito
714,2023-08-27,Transporte,Manutenção do veículo,30.82,Cartão de crédito
715,2023-08-27,Transporte,Manutenção do veículo,57.55,Dinheiro
716,2023-08-27,Serviços,Assinatura de app,37.7,Dinheiro
717,2023-08-28,Transporte,Pedágio,54.79,Boleto
718,2023-08-28,Outros,Presente,242.15,Pix
719,2023-08-29,Educação,Livros,244.42,Cartão de débito
720,2023-08-29,Transporte,Manutenção do veículo,60.95,Cartão de crédito
721,2023-08-29,Lazer,Show,195.78,Dinheiro
722,2023-08-29,Transporte,Combustível,40.57,Pix
723,2023-08-30,Educação,Livros,335.31,Pix
724,2023-08-30,Transporte,Aplicativo de transporte,155.4,Dinheiro
725,2023-08-30,Educação,Material escolar,865.67,Boleto
726,2023-09-01,Transporte,Manutenção do veículo,89.95,Cartão de débito
727,2023-09-02,Transporte,Pedágio,27.9,Pix
728,2023-09-02,Educação,Mensalidade curso,927.84,Pix
729,2023-09-02,Outros,Presente,156.53,Boleto
730,2023-09-02,Alimentação,Supermercado,140.13,Cartão de débito
731,2023-09-03,Alimentação,Supermercado,194.99,Cartão de crédito
732,2023-09-03,Lazer,Viagem,193.74,Boleto
733,2023-09-03,Serviços,Manutenção doméstica,95.81,Cartão de crédito
734,2023-09-03,Transporte,Combustível,99.77,Cartão de débito
735,2023-09-04,Lazer,Bar,206.62,Pix
736,2023-09-04,Vestuário,Acessórios,147.29,Cartão de débito
737,2023-09-04,Saúde,Plano de saúde,376.83,Boleto
738,2023-09-04,Alimentação,Lanchonete,155.49,Dinheiro
739,2023-09-05,Saúde,Dentista,81.38,Cartão de crédito
740,2023-09-06,Alimentação,Lanchonete,174.24,Boleto
741,2023-09-06,Lazer,Streaming,54.81,Cartão de crédito
742,2023-09-07,Moradia,Condomínio,386.64,Boleto
743,2023-09-07,Saúde,Plano de saúde,480.33,Boleto
744,2023-09-07,Alimentação,Restaurante,132.56,Cartão de débito
745,2023-09-08,Transporte,Manutenção do veículo,32.61,Pix
746,2023-09-08,Alimentação,Feira,104.07,Boleto
747,2023-09-08,Alimentação,Feira,64.38,Pix
748,2023-09-09,Moradia,Gás,1467.77,Pix
749,2023-09-09,Alimentação,Supermercado,206.14,Cartão de débito
750,2023-09-09,Saúde,Dentista,374.6,Dinheiro
751,2023-09-11,Alimentação,Restaurante,19.18,Cartão de débito
752,2023-09-11,Lazer,Viagem,25.22,Cartão de crédito
753,2023-09-11,Transporte,Manutenção do veículo,106.41,Cartão de débito
754,2023-09-11,Alimentação,Restaurante,178.1,Boleto
755,2023-09-12,Alimentação,Padaria,171.71,Boleto
756,2023-09-12,Saúde,Dentista,520.01,Pix
757,2023-09-12,Transporte,Manutenção do veículo,170.59,Pix
758,2023-09-13,Alimentação,Lanchonete,25.36,Cartão de débito
759,2023-09-14,Educação,Livros,696.04,Cartão de crédito
760,2023-09-14,Vestuário,Roupas,72.87,Cartão de débito
761,2023-09-14,Alimentação,Lanchonete,211.05,Cartão de débito
762,2023-09-14,Alimentação,Delivery,151.22,Cartão de débito
763,2023-09-14,Saúde,Exames,493.46,Cartão de crédito
764,2023-09-14,Moradia,Condomínio,569.34,Cartão de crédito
765,2023-09-14,Transporte,Ônibus,87.88,Cartão de crédito
766,2023-09-15,Outros,Imprevisto,183.02,Boleto
767,2023-09-15,Transporte,Manutenção do veículo,163.77,Dinheiro
768,2023-09-16,Vestuário,Calçados,134.26,Cartão de crédito
769,2023-09-16,Educação,Material escolar,898.13,Dinheiro
770,2023-09-16,Moradia,Gás,404.63,Cartão de crédito
771,2023-09-17,Alimentação,Lanchonete,147.61,Pix
772,2023-09-17,Transporte,Manutenção do veículo,98.82,Pix
773,2023-09-17,Saúde,Plano de saúde,280.15,Cartão de crédito
774,2023-09-17,Saúde,Exames,339.27,Pix
775,2023-09-18,Educação,Plataforma online,210.66,Cartão de débito
776,2023-09-18,Saúde,Farmácia,659.13,Cartão de crédito
777,2023-09-18,Transporte,Pedágio,106.21,Cartão de débito
778,2023-09-19,Transporte,Estacionamento,26.0,Dinheiro
779,2023-09-19,Educação,Livros,395.95,Boleto
780,2023-09-20,Alimentação,Delivery,45.65,Boleto
781,2023-09-20,Vestuário,Roupas,310.96,Dinheiro
782,2023-09-20,Educação,Material escolar,455.64,Pix
783,2023-09-21,Lazer,Jogos,164.03,Dinheiro
784,2023-09-21,Alimentação,Padaria,215.86,Cartão de débito
785,2023-09-23,Lazer,Show,271.16,Boleto
786,2023-09-24,Transporte,Ônibus,42.04,Pix
787,2023-09-24,Saúde,Exames,848.95,Cartão de débito
788,2023-09-24,Transporte,Ônibus,70.08,Cartão de crédito
789,2023-09-25,Transporte,Estacionamento,159.49,Cartão de crédito
790,2023-09-25,Educação,Material escolar,906.49,Cartão de débito
791,2023-09-26,Alimentação,Delivery,117.87,Cartão de débito
792,2023-09-27,Lazer,Cinema,190.88,Dinheiro
793,2023-09-27,Moradia,Energia elétrica,638.41,Boleto
794,2023-09-27,Saúde,Exames,495.38,Dinheiro
795,2023-09-28,Vestuário,Acessórios,314.6,Cartão de crédito
796,2023-09-28,Vestuário,Acessórios,273.77,Cartão de débito
797,2023-09-28,Lazer,Show,247.98,Cartão de crédito
798,2023-09-28,Alimentação,Lanchonete,134.72,Cartão de crédito
799,2023-09-28,Saúde,Consulta médica,384.51,Pix
800,2023-09-29,Transporte,Pedágio,126.22,Cartão de crédito
801,2023-09-29,Educação,Plataforma online,737.93,Boleto
802,2023-09-29,Vestuário,Roupas,307.41,Cartão de crédito
803,2023-09-30,Saúde,Plano de saúde,630.8,Cartão de crédito
804,2023-10-01,Educação,Livros,597.25,Cartão de débito
805,2023-10-02,Transporte,Manutenção do veículo,54.63,Boleto
806,2023-10-02,Serviços,Manutenção doméstica,64.62,Cartão de débito
807,2023-10-02,Saúde,Dentista,551.44,Cartão de crédito
808,2023-10-03,Lazer,Cinema,199.52,Cartão de débito
809,2023-10-03,Moradia,Energia elétrica,1237.87,Cartão de crédito
810,2023-10-03,Lazer,Viagem,298.66,Pix
811,2023-10-04,Alimentação,Delivery,41.08,Boleto
812,2023-10-04,Transporte,Aplicativo de transporte,35.82,Cartão de crédito
813,2023-10-05,Alimentação,Supermercado,149.23,Cartão de crédito
814,2023-10-06,Moradia,Internet,978.91,Dinheiro
815,2023-10-06,Transporte,Aplicativo de transporte,170.12,Boleto
816,2023-10-07,Moradia,Energia elétrica,141.53,Dinheiro
817,2023-10-08,Transporte,Estacionamento,86.24,Cartão de crédito
818,2023-10-08,Moradia,Energia elétrica,806.86,Dinheiro
819,2023-10-08,Outros,Imprevisto,179.57,Cartão de débito
820,2023-10-08,Moradia,Gás,712.47,Dinheiro
821,2023-10-09,Alimentação,Delivery,192.34,Cartão de crédito
822,2023-10-09,Alimentação,Delivery,209.45,Cartão de débito
823,2023-10-09,Transporte,Combustível,159.6,Boleto
824,2023-10-10,Alimentação,Supermercado,194.42,Cartão de crédito
825,2023-10-10,Moradia,Aluguel,1106.57,Pix
826,2023-10-10,Alimentação,Restaurante,45.33,Cartão de débito
827,2023-10-11,Serviços,Assinatura de app,89.45,Boleto
828,2023-10-11,Serviços,Assinatura de app,80.91,Cartão de débito
829,2023-10-11,Vestuário,Acessórios,82.38,Pix
830,2023-10-11,Moradia,Internet,2137.73,Pix
831,2023-10-12,Moradia,Condomínio,1848.31,Pix
832,2023-10-12,Alimentação,Delivery,134.99,Dinheiro
833,2023-10-12,Alimentação,Delivery,60.65,Dinheiro
834,2023-10-12,Transporte,Ônibus,112.76,Pix
835,2023-10-13,Moradia,Aluguel,1933.91,Dinheiro
836,2023-10-13,Lazer,Bar,248.62,Pix
837,2023-10-13,Moradia,Água,1235.57,Cartão de débito
838,2023-10-14,Serviços,Manutenção doméstica,356.57,Boleto
839,2023-10-14,Serviços,Assinatura de app,312.99,Dinheiro
840,2023-10-15,Vestuário,Acessórios,364.71,Cartão de crédito
841,2023-10-16,Educação,Livros,693.03,Pix
842,2023-10-16,Lazer,Viagem,168.39,Cartão de débito
843,2023-10-17,Lazer,Bar,270.43,Dinheiro
844,2023-10-17,Moradia,Energia elétrica,1211.34,Pix
845,2023-10-17,Transporte,Combustível,117.16,Cartão de crédito
846,2023-10-17,Lazer,Viagem,41.29,Cartão de débito
847,2023-10-17,Outros,Diversos,130.05,Dinheiro
848,2023-10-18,Saúde,Plano de saúde,473.58,Cartão de débito
849,2023-10-18,Moradia,Água,1791.71,Cartão de débito
850,2023-10-18,Alimentação,Feira,182.92,Cartão de crédito
851,2023-10-19,Alimentação,Padaria,25.18,Cartão de débito
852,2023-10-19,Lazer,Bar,185.53,Pix
853,2023-10-19,Transporte,Estacionamento,122.81,Dinheiro
854,2023-10-19,Educação,Material escolar,524.07,Dinheiro
855,2023-10-19,Alimentação,Padaria,66.53,Dinheiro
856,2023-10-19,Educação,Livros,908.53,Cartão de crédito
857,2023-10-20,Saúde,Exames,723.92,Cartão de débito
858,2023-10-20,Alimentação,Padaria,175.71,Boleto
859,2023-10-20,Alimentação,Supermercado,67.39,Cartão de débito
860,2023-10-20,Saúde,Consulta médica,823.37,Pix
861,2023-10-20,Moradia,Aluguel,2005.98,Dinheiro
862,2023-10-21,Alimentação,Padaria,176.08,Pix
863,2023-10-21,Saúde,Plano de saúde,95.32,Dinheiro
864,2023-10-21,Transporte,Pedágio,79.86,Cartão de débito
865,2023-10-21,Transporte,Estacionamento,23.19,Pix
866,2023-10-22,Educação,Plataforma online,183.76,Pix
867,2023-10-22,Transporte,Combustível,118.03,Boleto
868,2023-10-22,Transporte,Manutenção do veículo,57.03,Dinheiro
869,2023-10-23,Alimentação,Padaria,118.37,Pix
870,2023-10-24,Outros,Presente,215.28,Dinheiro
871,2023-10-24,Alimentação,Lanchonete,19.28,Cartão de débito
872,2023-10-24,Educação,Mensalidade curso,200.72,Dinheiro
873,2023-10-24,Transporte,Combustível,116.82,Boleto
874,2023-10-25,Outros,Imprevisto,217.4,Cartão de débito
875,2023-10-25,Alimentação,Padaria,96.93,Boleto
876,2023-10-26,Saúde,Exames,250.58,Dinheiro
877,2023-10-26,Vestuário,Calçados,56.97,Dinheiro
878,2023-10-26,Moradia,Energia elétrica,1954.92,Dinheiro
879,2023-10-26,Alimentação,Restaurante,19.52,Boleto
880,2023-10-26,Serviços,Assinatura de app,120.69,Cartão de crédito
881,2023-10-27,Lazer,Viagem,53.52,Cartão de crédito
882,2023-10-27,Moradia,Gás,860.47,Cartão de crédito
883,2023-10-28,Moradia,Gás,1041.89,Pix
884,2023-10-28,Alimentação,Supermercado,177.18,Pix
885,2023-10-28,Alimentação,Padaria,169.29,Dinheiro
886,2023-10-28,Lazer,Viagem,134.06,Pix
887,2023-10-28,Alimentação,Supermercado,40.56,Pix
888,2023-10-29,Vestuário,Calçados,273.79,Cartão de débito
889,2023-10-29,Moradia,Aluguel,329.7,Boleto
890,2023-10-30,Alimentação,Feira,82.62,Boleto
891,2023-10-30,Vestuário,Roupas,308.11,Pix
892,2023-10-30,Transporte,Estacionamento,78.25,Cartão de crédito
893,2023-10-30,Moradia,Gás,1957.86,Boleto
894,2023-10-31,Lazer,Streaming,183.41,Cartão de débito
895,2023-11-01,Serviços,Manutenção doméstica,495.22,Boleto
896,2023-11-01,Serviços,Manutenção doméstica,35.47,Pix
897,2023-11-01,Transporte,Manutenção do veículo,13.69,Boleto
898,2023-11-02,Transporte,Ônibus,175.26,Pix
899,2023-11-02,Moradia,Água,1604.48,Boleto
900,2023-11-02,Educação,Material escolar,871.89,Cartão de crédito
901,2023-11-02,Moradia,Energia elétrica,996.6,Boleto
902,2023-11-02,Saúde,Plano de saúde,29.3,Cartão de débito
903,2023-11-02,Saúde,Farmácia,107.04,Boleto
904,2023-11-02,Transporte,Pedágio,5.9,Cartão de débito
905,2023-11-03,Outros,Doação,34.86,Pix
906,2023-11-03,Alimentação,Feira,64.3,Boleto
907,2023-11-03,Vestuário,Calçados,243.64,Boleto
